name,1,2,3,4,5,6,7,8,9,10,11,12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,V,,
vby+C36_COOH+L15_SH_NH3,4.102624842,866,21.1561,17.3631,21.1561,0.191493,1321.4,6900.51,4.70415,0.90081,0.107436,0.418569,,219131.6443,2.15942485,,7.241772329,4.565344139,0.562514114,100411,0.347503771,
unf+C31_NH3+L42_COOH,4.034464426,846,17.73921,13.06229,19.08508,0.293178,1732.4,5909.03,2.87931,0.84415,0.122862,0.483149,,429684.7259,3.236868278,,9.590761211,5.749838833,0.858240588,37828.9,0.711461252,
znz+C24_NH3+C13_NH3+L74_NH2_COOH+L42_SH_NH3,3.982610077,317,41.00523,30.98764,41.71642,0.119639,730.24,6103.68,7.8078,0.93412,0.0918897,0.476671,,27694.76313,1.132740775,,4.551625064,3.294298757,0.299224229,186438,0.119046624,
fsa+C32_NH3+C36_COOH+L30_Cl_F+L6_NO2_NH3,3.937392502,671,23.18386,15.92731,23.18386,0.237409,1405.48,5920.11,3.70045,0.87852,0.112267,0.473918,,223894.9865,2.531570401,,7.945903147,4.883061329,0.671089367,52562.7,0.487782603,
fsa+C32_COOH+C36_COOH+L39_CN_F+L26_CF3_F,3.830993006,550,23.5166,17.14822,24.46764,0.27023,1408.55,5212.43,3.21119,0.86776,0.100992,0.362242,,209347.8566,2.752573151,,8.255167152,5.105497242,0.74052821,65346.1,0.505766642,
sny+C36_COOH+L25_F,3.830378046,167,41.45596,40.47065,41.45596,0.224801,996.247,4431.69,4.02338,0.90446,0.110707,0.434148,,37400.87275,1.822077255,,6.572847684,3.729795905,0.499668885,23679,0.384582828,
stb+C36_COOH+C13_NH3+L39_NO2_COOH+L1_Br_COOH,3.808980597,416,24.77443,17.46003,24.88878,0.201534,1198.25,5945.63,4.46153,0.89915,0.0996553,0.370428,,100459.056,1.992158853,,6.596082777,4.165671075,0.527836355,112810,0.28369544,
can+C31_NH3+L31_OH_COOH,3.800165647,607,19.01242,15.32794,20.49833,0.225125,1413.75,6279.84,3.97469,0.8948,0.11277,0.41865,,193190.1745,2.379662996,,7.559728563,4.673773384,0.626565354,40390.3,0.471957811,
cds+C49_NH3+L49_NH2_COOH,3.787683745,132,9.89488,7.92302,9.89488,1.05782,2161.11,2042.98,0.477944,0.50558,0.0845131,0.312117,,301760.6302,7.425536517,,12.68861517,24.22553731,2.243185516,4946.57,4.446618023,
lsz+C27_COOH+L42_SH_F,3.781257619,65,17.48124,9.10146,17.48124,0.327653,1968.13,6006.74,2.56131,0.83922,0.124507,0.46431,,41916.14043,2.244536029,,8.9268699,3.855050297,0.5940065,22829.6,0.450311092,
sod+C32_COOH+L23_NO2_F,3.705127092,506,29.4965,15.22142,29.5087,0.243346,1186.96,4877.64,3.65484,0.88939,0.095791,0.321474,,146154.0359,2.427005073,,7.563444934,4.735620167,0.658044212,44080.5,0.481245522,
cds-b+C35_NH3+C31_NH3+L30_NO2_NH3,3.705032204,125,13.05917,9.95849,13.29841,0.281715,1985.44,7047.67,3.0332,0.8545,0.127118,0.4602,,69916.0287,2.273159819,,8.303835349,4.011389132,0.590731004,9604.9,0.597844782,
sxa+C24_NH3+L14_NH2_COOH,3.652033596,343,21.73978,14.73935,21.74987,0.167672,1214.83,7245.29,5.42226,0.90916,0.0853293,0.268904,,69866.69069,1.640901355,,5.528124228,3.729927147,0.425097836,92138.6,0.234187251,
fly+C24_NH3+C12_NH3+L31_CF3_F+L34_SH_F+L30_SH_NH3,3.642941154,318,24.50366,19.43787,24.79735,0.164148,989.713,6029.38,5.57319,0.91483,0.0872953,0.309282,,51662.09223,1.552816577,,5.488224579,3.651820633,0.410768407,129016,0.195713973,
pcl+C32_COOH+L44_CF3_NH3,3.638596813,829,23.24522,20.29889,23.73609,0.223545,1285.27,5749.49,3.93276,0.87915,0.0914682,0.319902,,238184.7005,2.452888465,,7.896972659,4.883293328,0.652428273,90882.7,0.421851604,
bto-e+C58_COOH+C32_COOH+L6_F_COOH+L39_Br_NH3,3.621432473,350,19.79326,14.57553,21.13266,0.235802,1333.35,5654.53,3.73555,0.88085,0.0907638,0.326354,,110042.3088,2.251048908,,7.192658666,4.378554128,0.599896333,59535.3,0.393051564,
cut+C27_COOH+C53_COOH+L17_SH_COOH+L74_CN_NH3,3.619053618,242,44.65753,36.76005,44.65753,0.0864297,509.355,5893.29,10.9815,0.94913,0.140612,1.14711,,10653.66276,0.776816046,,3.690494443,2.908722664,0.206032447,188564,0.073516794,
vmv+C27_COOH+L74_NO2_NH3,3.592651939,209,29.55282,23.79276,29.55282,0.202114,1323.14,6546.5,4.41497,0.89233,0.0991489,0.355961,,55891.84965,1.789456622,,6.305121439,3.695126989,0.468934046,89155.6,0.242122679,
htp+C13_COOH+C36_COOH+L40_Cl_F,3.575116244,290,21.3304,19.95675,21.85538,0.242837,1381.83,5690.36,3.6207,0.87924,0.0894969,0.270317,,97312.241,2.245428402,,7.253608786,4.307202094,0.597961343,70656.6,0.362420293,
wje+C32_COOH+L36_F_COOH,3.562024856,590,27.77966,26.14195,27.81814,0.167148,840.204,5026.69,5.53508,0.92518,0.091013,0.321601,,82858.66673,1.714220573,,6.184398499,4.071564613,0.463142372,107873,0.259599763,
rac+C35_NH3+L42_OH_NH3,3.551970308,284,17.35576,14.32256,17.41749,0.22436,1527.45,6808.03,3.90984,0.87721,0.109104,0.388466,,97326.42569,2.109796598,,6.965992863,4.112575704,0.550426503,29524.2,0.430225654,
cdl+C31_COOH+L34_OH_NH3,3.425656716,46,13.81517,12.21556,15.85355,0.236557,1414.02,5977.51,3.78111,0.89445,0.11619,0.388347,,15386.83114,1.485445186,,6.629730532,2.86672479,0.393337004,15060.2,0.313107659,
tfz-d+C27_COOH+C9_COOH+L8_CH3_COOH+L39_CN_COOH,3.364319634,159,18.65558,15.26207,18.65558,0.222191,1383.67,6227.39,4.02113,0.89346,0.119364,0.415062,,48882.80433,1.85591131,,6.573835032,3.671887737,0.489130628,31705.3,0.34797023,
reo+C27_COOH+L32_NO2_COOH,3.354988237,302,38.92197,30.09946,39.04967,0.143286,859.909,6001.36,6.49471,0.9306,0.0659155,0.163764,,37210.30213,1.342602062,,5.097760902,3.449362969,0.355350275,80380.5,0.196133105,
bbh+C32_COOH+C32_NH3+L74_Br_NH3+L18_NH2_F,3.336779579,427,30.03643,24.86603,30.03643,0.163303,897.29,5494.65,5.59428,0.91356,0.0798604,0.254404,,62568.37357,1.606516536,,5.774911863,3.831152135,0.429556763,127600,0.218714621,
kew+C36_COOH+C36_COOH+C67_NH3+L38_CN_NH3+L13_COOH_COOH,3.318460839,458,31.65891,25.97761,32.00137,0.105776,674.176,6373.63,8.9268,0.94424,0.0766464,0.306245,,32660.73138,1.070766389,,4.297428459,3.394680604,0.281455707,135671,0.137490479,
znz+C36_COOH+C24_NH3+L6_NH2_F+L72_OH_F,3.302943359,322,38.59813,29.55469,39.04216,0.12539,801.759,6394.1,7.44363,0.93336,0.0719478,0.224187,,32371.48465,1.196765579,,4.610162206,3.347284093,0.314460048,126002,0.148643149,
unc+C32_COOH+L26_CN_NH3,3.288278021,181,23.9435,22.0791,23.9435,0.173977,1082.48,6221.95,5.26161,0.9154,0.092896,0.298565,,34087.11876,1.490194185,,5.446368024,3.370071473,0.392784145,25296.4,0.295268629,
yav-d+C36_COOH+C62_COOH+L17_SH_F+L38_COOH,3.28630309,167,28.55402,23.78738,28.56042,0.148221,827.177,5580.7,6.18455,0.91668,0.0841518,0.296192,,20475.03535,1.234358792,,4.89759232,3.126835743,0.329453258,84582.2,0.160789015,
wje+C32_NH3+L43_CN_NH3,3.272754973,272,20.38255,16.64858,21.04289,0.209619,1552.37,7405.68,4.13384,0.86653,0.0913704,0.288499,,88510.49919,1.974762426,,6.641599036,3.944946071,0.510331899,48925.9,0.349312608,
afw+C32_COOH+L43_F_F,3.246378692,216,25.33519,17.24411,25.48524,0.204973,1142.73,5575.02,4.37515,0.89679,0.0851206,0.281651,,50593.42,1.792578874,,6.254706833,3.742469541,0.478499989,45826,0.313659683,
bbv+C18_NH3+C35_NH3+L23_NH2_COOH+L43_NO2_COOH+L42_CH3_COOH,3.2284756,854,52.27983,51.64587,52.27983,0.150487,930.486,6183.15,6.11141,0.91969,0.104058,0.396964,,119582.2439,1.67247817,,6.480233387,4.145440224,0.441146301,129183,0.248587282,
ukc+C31_NH3+L31_COOH,3.184685449,2414,22.39075,15.93111,23.18388,0.186912,1222,6537.83,4.85426,0.90732,0.10041,0.318161,,551373.2041,2.412400196,,10.17223901,5.202118823,0.632274188,120630,0.412060895,
mmm+C49_NH3+C29_COOH+C32_COOH+L38_CH3_F+L75_COOH_F,3.182882486,588,37.40772,28.62852,37.99418,0.123898,695.486,5613.36,7.58267,0.93948,0.0807025,0.323963,,50667.56276,1.286434529,,5.264672485,3.683665038,0.343120312,142732,0.1732665,
btu+C24_NH3+C24_NH3+L38_F_COOH+L37_NH2_COOH+L24_SH_NH3,3.178650508,129,34.07033,31.33342,34.07033,0.15425,1054.49,6836.23,5.95889,0.91916,0.0760185,0.208296,,20982.50564,1.248457019,,4.883824515,3.010605263,0.325558463,41200.9,0.200482209,
rna+C36_COOH+C15_COOH+L37_COOH+L1_NO2_F+L17_OH_F,3.166130761,479,42.64192,39.89602,42.74611,0.124243,710.854,5721.5,7.50459,0.93239,0.0718904,0.217005,,42304.62546,1.251299364,,5.083111311,3.568060097,0.333012925,151403,0.159792155,
vme+C13_NH3+L37_OH_F,3.107239788,107,12.91421,10.72833,13.59052,0.261451,1803.1,6896.51,3.30299,0.86357,0.108313,0.327207,,50442.1859,2.036716931,,7.637513575,3.705230108,0.530584418,36811.9,0.351913145,
wma+C24_NH3+L37_NH3,3.095808012,389,34.78849,30.90404,34.98422,0.133672,950.048,7107.3,6.92194,0.92527,0.0917658,0.305241,,49400.98352,1.333474566,,4.779295602,3.523411059,0.346203743,80706.3,0.199656674,
upc+C19_NH3+L37_CH3_NH3,3.089991732,681,36.09175,14.45325,36.09175,0.143893,1068.89,7428.42,6.38497,0.91875,0.0617815,0.125461,,104741.7422,1.578048501,,5.61404044,3.94604584,0.407670037,134031,0.22003481,
upb+C32_COOH+L35_SH_F,3.086144338,454,31.59732,12.8595,31.59732,0.240694,1277.3,5306.73,3.69552,0.88949,0.0901041,0.267167,,139577.0546,2.382166175,,7.535703544,4.624818394,0.639537401,80450.3,0.392501558,
hex+C27_COOH+L66_COOH_NH3,3.084350476,116,16.09709,12.69685,16.09709,0.236125,1588.56,6727.65,3.73587,0.88213,0.112145,0.357004,,43511.45268,1.865969113,,6.929986842,3.555748615,0.487470143,20232.1,0.390107481,
sni+C24_NH3+L40_OH_COOH,3.072361523,548,37.06322,35.4003,37.06322,0.148286,955.896,6446.29,6.16706,0.91449,0.0827987,0.253198,,77676.80485,1.547047631,,5.62548723,3.853392398,0.406122814,116888,0.222144527,
umx+C49_COOH+L38_F_COOH,3.068051809,402,33.52955,30.67428,33.81186,0.181248,970.067,5352.15,5.01263,0.90853,0.0898506,0.277109,,70680.72685,1.759905479,,6.168220797,3.952998771,0.472010764,54562.4,0.312470928,
bpa+C28_COOH+C30_COOH+L31_CF3_COOH+L76_NH2_COOH+L67_COOH_NH3,3.052692736,799,29.2107,25.28266,29.82959,0.11562,688.014,5950.65,8.18207,0.94601,0.0717867,0.185524,,63558.99477,1.26671535,,5.313745048,3.787906303,0.335592459,139908,0.17791044,
apo+C34_NH3+C13_NH3+L72_COOH_COOH,3.031526353,716,20.08383,16.72977,20.94082,0.19952,1242.86,6229.26,4.5251,0.90285,0.106209,0.33401,,177550.4059,2.161357474,,7.117870682,4.519734058,0.569612246,108892,0.335215489,
acs-a+C18_NH3+L39_SH_F,2.989146265,250,59.19548,56.87008,59.59465,0.0930622,606.497,6517.12,10.2142,0.95056,0.0430431,0.0468435,,14110.48628,0.851135416,,3.797383727,2.970985374,0.223157573,189298,0.080256943,
hxg+C24_COOH+L15_Br_COOH,2.972603114,326,37.02837,19.55009,37.06827,0.146843,857.809,5841.68,6.37048,0.93546,0.0779377,0.223116,,41064.01852,1.39003478,,5.233376534,3.524301806,0.369048412,101093,0.189540981,
smk+C24_NH3+L1_CH3_COOH,2.953257028,268,24.98992,23.49722,25.07185,0.149357,1063.61,7121.27,6.16134,0.92024,0.0818123,0.230742,,42573.83647,1.397164357,,4.889211906,3.424757238,0.362658928,78830.4,0.199698455,
rna+C24_NH3+C28_COOH+L17_CN_COOH+L71_NH2_NH3+L26_NH2_NH3,2.93881582,618,26.98303,22.59852,27.38136,0.128219,844.805,6588.75,7.25842,0.93067,0.0797611,0.221935,,66941.79232,1.366588265,,5.101580283,3.749531817,0.357857751,145785,0.182717708,
xac+C35_NH3+C13_NH3+L9_F+L76_CH3_NH3,2.934120096,393,31.44669,23.96172,31.66802,0.152262,1088.49,7148.83,6.02712,0.9177,0.106087,0.362655,,65134.1161,1.522528413,,5.287163638,3.683813954,0.395027399,110699,0.207266603,
acs-f+C29_COOH+L75_COOH_F,2.925506275,329,24.62138,16.15485,24.83666,0.179086,1035.25,5780.75,5.12346,0.91754,0.0838339,0.233873,,60996.19911,1.695881949,,5.879359489,3.80192036,0.450794545,86198.1,0.249961579,
lcv+C54_COOH+L41_CN_COOH,2.904689151,548,42.92046,39.35346,43.35583,0.0916806,497.984,5431.73,10.3672,0.95047,0.0658574,0.191134,,25019.19861,0.937816998,,4.569351825,3.382500242,0.251093045,206202,0.108366677,
ben+C19_NH3+C24_NH3+L76_Br_COOH+L7_NH3,2.902809637,232,32.88346,26.17467,33.39374,0.122528,784.761,6404.76,7.6834,0.94143,0.0738758,0.188483,,22308.00543,1.103271124,,4.295575321,3.136524949,0.289838512,51089.2,0.17650145,
pha+C32_NH3+C13_NH3+L44_NO2_F+L49_COOH_COOH,2.898420873,246,45.3149,32.39242,45.82211,0.107823,720.607,6683.25,8.68851,0.93682,0.0724558,0.210964,,19113.71011,0.986073401,,3.98768543,3.064719905,0.257797796,172877,0.098079993,
sxb+C13_NH3+L44_Cl_COOH,2.863527594,183,22.8562,18.83388,22.88736,0.166754,1125.76,6751,5.4804,0.91388,0.084288,0.238958,,34353.6719,1.44471631,,5.225605591,3.321491912,0.377272769,67456.6,0.20662633,
rkf+C24_NH3+L71_F_F,2.853228901,143,36.61108,35.24799,37.87948,0.0996308,610.481,6127.43,9.54062,0.95054,0.074396,0.2384,,8697.647589,0.813272026,,3.66061712,2.711101582,0.214737854,134085,0.076192694,
rob+C24_NH3+L26_OH_COOH,2.849650502,303,22.78223,19.70448,22.78251,0.149987,990.916,6606.66,6.17305,0.92588,0.0855596,0.244571,,45033.22898,1.421736682,,5.016338027,3.505025958,0.372184136,58174.8,0.229331292,
dmf+C32_COOH+C30_COOH+L36_CF3_F+L24_CF3_NH3,2.839564906,668,19.54006,17.02791,21.90602,0.190523,1114.23,5848.29,4.79753,0.91404,0.0898537,0.264336,,141807.3434,2.027358019,,6.788730532,4.380332579,0.538184886,52080.4,0.376667113,
ant+C71_NH3+C13_NH3+L74_F_F,2.829332695,259,16.748,13.31017,17.0627,0.231997,1460.84,6296.78,3.79802,0.88113,0.102062,0.301718,,87777.81885,2.127044039,,7.017495087,4.117259786,0.559878305,96772.3,0.296606585,
snx+C24_NH3+L42_COOH_F,2.78567769,220,19.1908,15.76789,23.50713,0.183932,1286.77,6995.93,4.90731,0.90261,0.0872219,0.243899,,52069.19952,1.656538163,,5.782240932,3.577645165,0.430846489,69542.5,0.244358757,
ecr+C27_COOH+L39_SH_COOH,2.780506827,416,36.66229,32.64966,36.66229,0.143362,968.395,6754.88,6.44409,0.92384,0.079854,0.22486,,57753.7143,1.437938926,,5.184750421,3.643451348,0.375478458,170997,0.168382512,
nia+C13_NH3+C24_NH3+L42_CF3_COOH,2.777264665,211,26.52922,20.90053,27.99004,0.164185,1056.92,6437.36,5.56657,0.91395,0.0855086,0.247304,,36614.91655,1.453449799,,5.284933148,3.392141061,0.381612315,67240.1,0.214785868,
vmh+C24_NH3+L73_COOH,2.759815871,515,28.00338,25.10603,28.58972,0.119573,826.998,6916.25,7.78494,0.93087,0.0763104,0.209158,,50926.6154,1.245112343,,4.597329153,3.571345066,0.324258926,185345,0.146795567,
nip+C32_NH3+C31_NH3+L3_Br_F+L23_CF3_NH3,2.728792463,909,23.7333,20.53512,23.7333,0.206433,1278.93,6195.37,4.36122,0.9003,0.0870199,0.246791,,239988.1412,2.315986939,,7.699526096,4.758980785,0.610745218,48621.7,0.451869695,
smm+C24_NH3+L23_CN_NH3,2.724274863,623,34.70788,34.11984,34.70916,0.122193,944.396,7728.72,7.63284,0.93268,0.0779899,0.209954,,71893.31561,1.327659954,,4.755482762,3.702501612,0.341466878,110382,0.190041871,
lnj+C36_COOH+C30_NH3+L36_CN_F+L1_COOH_COOH,2.714088204,577,27.57606,23.50201,27.57606,0.13073,881.741,6744.74,7.13347,0.93256,0.0706246,0.178656,,66510.79054,1.382135883,,5.058631551,3.730989789,0.360968514,98160.7,0.205819308,
rob+C13_NH3+L38_Br_COOH,2.703782699,208,25.18776,24.00706,25.18776,0.164979,1017.3,6166.25,5.57076,0.91906,0.0804884,0.216724,,34909.29243,1.449424492,,5.287204544,3.389255408,0.382431771,72338.7,0.207810181,
lon-e+C36_COOH+C24_NH3+L8_NO2_F+L35_CN_NH3,2.702207288,351,40.37959,31.09688,40.88524,0.106471,694.319,6521.19,8.83882,0.94108,0.0805253,0.251686,,25947.61823,1.033687895,,4.154295807,3.252454216,0.271001394,165484,0.116024417,
smc+C24_NH3+L32_CF3_NH3,2.678295476,357,33.7617,19.77298,33.7617,0.14479,981.322,6777.57,6.36924,0.9222,0.0809704,0.227873,,50724.56362,1.415968138,,5.073893558,3.562741978,0.369600831,122598,0.182621111,
znz+C13_NH3+C24_NH3+L41_SH_F+L15_COOH_F,2.672049718,345,45.74943,36.43362,45.74943,0.0853932,618.007,7237.2,11.1476,0.95193,0.0723683,0.232778,,18206.8904,0.836417163,,3.354342197,3.089255729,0.216712494,245030,0.076031537,
tej+C27_COOH+C27_COOH+L31_Cl_F+L76_Cl_COOH,2.670525051,362,37.88858,31.00946,37.88858,0.132968,825.344,6207.1,7.01689,0.93302,0.0804356,0.219123,,39727.45144,1.290440735,,4.910891164,3.47527218,0.340226361,173666,0.145073639,
fsc+C54_COOH+C13_NH3+L41_F_F+L3_NO2_COOH,2.668872219,49,19.69792,15.18948,19.69792,0.191386,1216.7,6357.29,4.72182,0.90369,0.0889164,0.241844,,11410.10796,1.230281928,,5.589732734,2.626171538,0.323479867,20629.2,0.227599524,
vmd+C24_NH3+L24_Br_F,2.660491277,414,24.86593,21.76118,25.11765,0.179254,1067.01,5952.5,5.14264,0.92184,0.0803163,0.21062,,79184.04556,1.770740854,,6.052732212,3.954192238,0.469107779,87301.2,0.267362352,
wkg+C24_NH3+L1_Cl_NH3,2.652316742,516,33.69193,29.02679,33.69193,0.115152,844.812,7336.49,8.15669,0.93926,0.0737474,0.194212,,50197.40437,1.207451142,,4.41630876,3.536272427,0.312367038,184989,0.140310933,
smc+C13_NH3+L38_COOH,2.635990967,436,33.97681,26.31051,33.97681,0.12398,850.825,6862.6,7.49815,0.92962,0.0830479,0.233765,,45991.58361,1.255466119,,4.635934864,3.511554744,0.327243535,188055,0.141924653,
snp+C24_NH3+L6_NH3,2.633480697,80,30.41334,29.19597,30.41334,0.111547,884.854,7932.55,8.40452,0.9375,0.0750919,0.195182,,7896.224731,0.827782868,,3.24714098,2.460403433,0.212283979,60184.8,0.097872607,
srs-a+C30_COOH+L76_SH_F,2.629778905,364,54.82936,46.37786,55.45172,0.0573662,317.096,5527.57,16.9363,0.97157,0.0584536,0.145898,,6621.37569,0.549855581,,3.525584693,2.92275876,0.146920654,360461,0.041521109,
vcv+C27_COOH+L24_CH3_F,2.627307969,395,34.216,31.92713,34.216,0.148806,1043.79,7014.45,6.18119,0.9198,0.0778375,0.204137,,61352.27482,1.486050505,,5.233991209,3.657720926,0.386389227,169578,0.172490323,
snz+C24_NH3+L31_COOH_NH3,2.619741938,705,37.62233,33.88189,39.32342,0.121491,862.631,7100.39,7.69195,0.9345,0.0815186,0.226339,,73885.34149,1.332656655,,5.095206732,3.767556923,0.346029344,131328,0.185753407,
phw+C11_COOH+C31_COOH+L24_OH_NH3+L24_CN_COOH,2.609024317,672,43.6603,37.56239,43.75602,0.0835652,464.16,5554.47,11.4923,0.96036,0.0754607,0.260787,,26065.28281,0.88474551,,4.589344636,3.427265379,0.236269679,156106,0.115983277,
umw+C32_NH3+L3_CH3_NH3,2.608404386,241,32.41267,30.5338,32.41267,0.120676,911.366,7552.14,7.69578,0.9287,0.0751625,0.196042,,26505.18082,1.114760106,,3.974159303,3.145001554,0.287452289,59528,0.169737188,
cds+C19_COOH+L3_SH_COOH,2.580991822,22,24.56144,19.62931,26.3232,0.135588,765.177,5643.39,6.93777,0.94068,0.0939524,0.287036,,2282.47402,0.682841841,,4.288800696,1.834329207,0.182016406,24885.1,0.09303453,
cuz+C27_COOH+C13_NH3+L3_Cl_F+L37_Br_COOH,2.579370471,367,56.5438,51.97564,57.03814,0.112161,650.794,5802.31,8.40229,0.94241,0.0508075,0.0759744,,26788.69004,1.082620546,,4.708747026,3.320410857,0.28765551,160095,0.12606771,
smm+C13_NH3+L6_SH_COOH,2.569684996,328,46.52568,45.69255,46.52568,0.100901,667.752,6617.89,9.36571,0.94501,0.0767972,0.216225,,22099.60501,0.969905653,,3.988890866,3.173875303,0.253854187,247089,0.087765904,
lvt+C17_NH3+L75_CH3_COOH,2.569122144,644,26.43764,20.82119,26.43764,0.125493,765.881,6102.97,7.48582,0.93942,0.0806402,0.21465,,61896.58159,1.334386304,,5.178474094,3.749963953,0.352495514,121559,0.190101517,
tfv+C67_NH3+C32_NH3+L24_NH2_F+L74_CH3_COOH,2.562978226,199,28.84527,25.31728,30.53765,0.0998949,628.37,6290.31,9.49378,0.94838,0.0664273,0.175521,,12491.4207,0.872341098,,3.645720355,2.893384267,0.229643698,80919.5,0.1147878,
sma+C24_NH3+L72_Cl_COOH,2.560368679,178,45.92559,44.90067,45.92559,0.11353,694.976,6121.51,8.33716,0.94652,0.0677928,0.164719,,14044.3113,0.967505187,,4.164179436,2.922762855,0.255490183,72712.3,0.130473635,
dia+C35_NH3+L1_NH2_F,2.553694227,180,13.24262,10.05574,13.40063,0.24298,1873.5,7710.5,3.5591,0.86479,0.0860416,0.216313,,81940.1454,2.130067254,,7.466247387,3.946199392,0.547986113,21671.7,0.454707581,
snz+C24_NH3+L25_CN_NH3,2.5423251,521,37.2629,34.01144,37.72527,0.118971,914.141,7683.72,7.84072,0.93282,0.0819669,0.220729,,56662.0161,1.255913472,,4.496269118,3.573013843,0.323224901,111867,0.174359401,
vbt+C24_NH3+L41_CH3_NH3,2.530104206,308,29.93164,27.49353,31.79396,0.113458,879.456,7751.37,8.25688,0.93681,0.0688046,0.16495,,30732.64621,1.098150403,,3.822139396,3.231502499,0.282345987,132053,0.129197883,
snp+C13_NH3+L68_CF3_F,2.5163969,113,23.27438,19.69555,23.42334,0.14983,1009.55,6737.96,6.16853,0.92423,0.0772599,0.202838,,17092.47904,1.177704132,,4.628183238,2.898915411,0.307612743,79275.4,0.138268078,
bbi+C31_NH3+C17_NH3+L39_Br_NH3+L38_CF3_COOH,2.516054098,349,26.93334,23.91993,28.96013,0.123082,802.402,6519.26,7.6047,0.936,0.0693145,0.185323,,34467.67379,1.193752677,,4.466536657,3.375969742,0.312976039,126485,0.149875532,
hjm+C54_COOH+L18_F_F,2.512506161,148,22.78892,16.76589,22.78892,0.169187,1147.26,6781.04,5.36046,0.90692,0.0763047,0.188846,,28727.01869,1.406775641,,5.221137348,3.204048706,0.367180069,119305,0.147855446,
vbn+C24_NH3+L43_NH2_F,2.511683607,250,25.66252,20.11429,25.66252,0.134054,1050.19,7834.07,6.89359,0.92411,0.0803002,0.21284,,35195.54257,1.251735699,,4.279587272,3.265068626,0.32145345,109670,0.153305601,
mmt+C35_NH3+L38_CH3_F,2.498531047,114,17.87166,14.14904,17.90601,0.20898,1530.65,7324.42,4.19974,0.87766,0.0796982,0.199883,,36465.77702,1.661280413,,6.268048679,3.328083412,0.429851976,30160.1,0.303934172,
cml+C8_NH3+C13_NH3+L74_CN_NH3,2.497814648,360,34.43125,26.71132,34.43125,0.105826,717.844,6783.26,8.87327,0.93902,0.0619931,0.125491,,27347.96129,1.036493256,,4.00592274,3.261656675,0.270523268,221155,0.102620379,
xca+C32_COOH+C8_COOH+L24_Cl_F+L34_COOH_F+L41_Br_COOH,2.485842901,429,22.13332,18.31054,22.85967,0.184809,1078.96,5838.25,4.94831,0.91449,0.0805059,0.200749,,85543.2515,1.832303306,,6.191326421,4.028750145,0.4865018,73045,0.296634684,
vmk+C13_NH3+L25_SH_F,2.485033707,192,31.68606,30.10288,31.68606,0.127829,907.415,7098.64,7.2801,0.93061,0.0601152,0.116075,,22270.83879,1.124050628,,4.187888332,3.064729935,0.291872113,127816,0.120284617,
bba+C32_COOH+C66_NH3+L74_F_NH3+L74_CH3_F+L37_NO2_NH3,2.478998791,250,63.42939,60.17866,63.53558,0.0740275,513.245,6933.17,12.9283,0.95705,0.0410617,0.041234,,9498.561059,0.681817271,,3.151457615,2.843582375,0.177513504,275418,0.050812366,
xby+C35_NH3+C13_NH3+L17_OH_NH3+L42_F,2.463245062,159,29.01212,26.08777,31.00849,0.122548,909.592,7422.3,7.59014,0.93016,0.0709155,0.176366,,17723.52019,1.044181549,,3.886210343,2.919082671,0.269776815,76499,0.133951089,
rtl+C30_NH3+C24_NH3+L22_NH3,2.461361244,233,30.21449,29.39208,30.21449,0.11688,931.732,7971.72,8.01175,0.93641,0.0771517,0.182586,,25373.89483,1.079546027,,3.708869857,3.098443327,0.27669656,35595.1,0.189089913,
vmf+C24_NH3+L2_F_COOH,2.455564535,497,36.85366,28.73517,36.94036,0.10664,716.51,6718.95,8.86636,0.94551,0.0695808,0.165051,,37975.08732,1.100500124,,4.344420344,3.446809603,0.287539445,177130,0.129369054,
sss+C13_COOH+C24_NH3+C24_NH3+L4_Br_NH3+L18_Cl_F,2.449123329,224,44.05603,26.60108,44.15251,0.113479,737.012,6494.71,8.28066,0.93968,0.0678682,0.160436,,18734.32618,1.016824157,,4.132487621,3.052057386,0.266703795,184153,0.094683283,
dei+C31_NH3+L32_COOH_F,2.434601124,1222,30.88619,25.09801,30.88619,0.147696,1022.52,6923.13,6.23529,0.92093,0.0609565,0.128755,,184549.0232,1.750978503,,6.80716458,4.337531552,0.455948069,158444,0.254384467,
umd+C18_COOH+L25_COOH_COOH,2.414160954,965,42.22071,37.95693,42.30479,0.0852175,476.383,5590.21,11.2594,0.9595,0.0741379,0.198108,,39175.30241,0.953098221,,5.17420243,3.631558611,0.254333956,285497,0.109054932,
bab+C58_COOH+C32_COOH+L23_COOH_NH3+L44_CH3_F+L49_CN_NH3,2.409418732,393,56.64723,50.24628,56.67364,0.0708962,479.887,6768.87,13.5024,0.95727,0.0546599,0.0938284,,13370.71074,0.704556696,,3.345276967,3.054442041,0.183932573,256956,0.065433014,
umb+C49_NH3+L25_NO2_NH3,2.400703513,960,42.77846,40.49356,42.77846,0.0887074,716.871,8081.3,10.6905,0.94833,0.0655388,0.164475,,61048.09204,1.033722312,,4.315011649,3.65809129,0.264549527,86783.4,0.163023064,
lcy+C13_NH3+L43_NO2_NH3,2.399133698,108,36.6704,33.64149,36.69339,0.0879664,652.932,7422.52,10.8024,0.95025,0.0742779,0.215051,,6203.096368,0.69233701,,2.797565912,2.489971022,0.178872967,111688,0.063354993,
